Date,Raid,Boss,Loot,Player,Loot Category,How Decided,Loot Number
8/22/2020,AQ,Battleguard Sartura,Leggings of the Festering Swarm,Blaw,,Loot Council,1455
8/22/2020,AQ,Battleguard Sartura,Creeping Vine Helm,Xestius,,Loot Council,1456
8/22/2020,AQ,Fankriss,Silithid Carapace Chestguard,Bwcstroker,NR Gear,Loot Council,1457
8/22/2020,AQ,Fankriss,Fetish of the Sand Reaver,Chadwell,,Loot Council,1458
8/22/2020,AQ,Trash,Ritssyn's Ring of Chaos,Oneblindman,Big Loot,Loot Council,1459
8/22/2020,AQ,Huhuran,Qiraji Bindings of Command,Sambro,T2.5,Loot Council,1460
8/22/2020,AQ,Huhuran,Qiraji Bindings of Dominance,Bankky,T2.5,Loot Council,1461
8/22/2020,AQ,Huhuran,Hive Defiler Wristguards,Bwcstroker,Big Loot,Loot Council,1462
8/22/2020,AQ,Twin Emps,Vek'lor's Diadem,Zl,T2.5,Loot Council,1463
8/22/2020,AQ,Twin Emps,Boots of Epiphany,Scartissue,,Loot Council,1464
8/22/2020,AQ,Twin Emps,Vek'nilash's Circlet,Theymademedo,T2.5,Loot Council,1465
8/22/2020,AQ,Twin Emps,Grasp of the Fallen Emperor,Blakepackers,,Roll,1466
8/23/2020,BWL,Razorgore,Netherwid Bindings,,T2,DE,1467
8/23/2020,BWL,Razorgore,Nemesis Bracers,,T2,DE,1468
8/23/2020,BWL,Razorgore,Arcane Infused Gem,,,DE,1469
8/23/2020,BWL,Vaelastraz,Netherwind Belt,Blaw,T2,Roll,1470
8/23/2020,BWL,Vaelastraz,Stormrage Belt,,T2,DE,1471
8/23/2020,BWL,Vaelastraz,Rune of Metamorphosis,,,DE,1472
8/23/2020,BWL,Broodlord,Nemesis Boots,,T2,DE,1473
8/23/2020,BWL,Broodlord,Dragonstalker's Greaves,Blakepackers,T2,Roll,1474
8/23/2020,BWL,Broodlord,Black Brood Pauldrons,,,DE,1475
8/23/2020,BWL,Firemaw,Primalist's Linked Waistguard,,,DE,1476
8/23/2020,BWL,Firemaw,Shadow Wing Focus Staff,,,DE,1477
8/23/2020,BWL,Ebonroc,Gauntlets of Wrath,Kickin,T2,Roll,1478
8/23/2020,BWL,Ebonroc,Drake Fang Talisman,Zl,Big Loot,Loot Council,1479
8/23/2020,BWL,Flamegor,Dragonstalker's Gauntlets,,T2,DE,1480
8/23/2020,BWL,Flamegor,Shroud of Pure Thought,Xestius,,Loot Council,1481
8/23/2020,BWL,Chromaggus,Stormrage Pauldrons,,T2,DE,1482
8/23/2020,BWL,Chromaggus,Bloodfang Spaulders,Sneekyshak,T2,Loot Council,1483
8/23/2020,BWL,Chromaggus,Taut Dragonhide Gloves,,,DE,1484
8/23/2020,BWL,Chromaggus,Chromatically Tempered Sword,Sneekyshak,Big Loot,Loot Council,1485
8/23/2020,BWL,Nefarian,Dragonstalker's Breastplate,,T2,DE,1486
8/23/2020,BWL,Nefarian,Dragonstalker's Breastplate,,T2,DE,1487
8/23/2020,BWL,Nefarian,Prestor's Talisman of Connivery,Ferv,Big Loot,Loot Council,1488
8/23/2020,BWL,Nefarian,Boots of the Shadow Flame,Tombrocow,Big Loot,Loot Council,1489
8/23/2020,BWL,Nefarian,Head of Nefarian,Firemoon,,Loot Council,1490
8/23/2020,BWL,Trash,Ringo's Blizzard Boots,Iceshard,,Roll,1491
8/23/2020,MC,Trash,Felheart Belt,,,DE,1492
8/23/2020,MC,Garr,Nightslayer Cover,Sneekyshak,,Loot Council,1493
8/23/2020,MC,Garr,Cenarion Helm,,,DE,1494
8/23/2020,MC,Garr,Deep Earth Spaulders,,,DE,1495
8/23/2020,MC,Garr,Bindings of the Windseeker,Sambro,Big Loot,Loot Council,1496
8/23/2020,MC,Baron Geddon,Felheart Shoulder Pads,,,DE,1497
8/23/2020,MC,Baron Geddon,Earthfury Epaulets,,,DE,1498
8/29/2020,AQ,Prophet Skeram,Leggings of Immersion,,,DE,1499
8/29/2020,AQ,Prophet Skeram,Ring of Swarming Thought,Carstiendook,,Roll,1500
8/29/2020,AQ,Bug Trio,Ternary Mantle,Stokington,Big Loot,Loot Council,1501
8/29/2020,AQ,Bug Trio,Boots of the Fallen Hero,Orlin,,Loot Council,1502
8/29/2020,AQ,Battleguard Sartura,Robes of the Battleguard,Scartissue,,Roll,1503
8/29/2020,AQ,Battleguard Sartura,Thick Qirajihide Belt,Tombrocow,Big Loot,Loot Council,1504
8/29/2020,AQ,Fankriss,Robes of the Guardian Saint,Xestius,Big Loot,Loot Council,1505
8/29/2020,AQ,Fankriss,Pauldrons of the Unrelenting,Bmurda,,Loot Council,1506
8/29/2020,AQ,Huhuran,Qiraji Bindings of Command,Tactless,T2.5,Loot Council,1507
8/29/2020,AQ,Huhuran,Qiraji Bindings of Dominance,Theymademedo,T2.5,Loot Council,1508
8/29/2020,AQ,Huhuran,Cloak of the Golden Hive,Ppe,,Loot Council,1509
8/29/2020,AQ,Twin Emps,Vek'lor's Diadem,Dylanger,T2.5,Loot Council,1510
8/29/2020,AQ,Twin Emps,Vek'nilash's Circlet,Bankky,T2.5,Loot Council,1511
8/29/2020,AQ,Twin Emps,Royal Scepter of Vek'lor,Angrysnape,Big Loot,Loot Council,1512
8/29/2020,AQ,Twin Emps,Grasp of the Fallen Emperor,,,DE,1513
8/29/2020,AQ,Twin Emps,Imperial Qiraji Regalia,Tombrocow,Big Loot,Loot Council,1514
8/30/2020,AQ,Cthun,Carapace of the Old God,Ferv,T2.5,Loot Council,1515
8/30/2020,AQ,Cthun,Husk of the Old God,Scartissue,T2.5,Loot Council,1516
8/30/2020,AQ,Cthun,Belt of Never-ending Agony,Sneekyshak,Big Loot,Loot Council,1517
8/30/2020,AQ,Cthun,Gauntlets of Annihilation,Chadwell,Big Loot,Loot Council,1518
8/30/2020,AQ,Cthun,Eye of C'Thun,Bankky,,Loot Council,1519
8/30/2020,AQ,Ouro,Ouro's Intact Hide,Ferv,T2.5,Loot Council,1520
8/30/2020,AQ,Ouro,Skin of the Great Sandworm,Orgeth,T2.5,Roll,1521
8/30/2020,AQ,Ouro,Burrower Bracers,Scartissue,Big Loot,Loot Council,1522
8/30/2020,BWL,Razorgore,Nemesis Bracers,,T2,DE,1523
8/30/2020,BWL,Razorgore,Stormrage Bracers,,T2,DE,1524
8/30/2020,BWL,Razorgore,Mantle of the Blackwing Cabal,Blaw,Big Loot,Loot Council,1525
8/30/2020,BWL,Vaelastraz,Stormrage Belt,,T2,DE,1526
8/30/2020,BWL,Vaelastraz,Dragonstalker's Blet,,T2,DE,1527
8/30/2020,BWL,Vaelastraz,Pendant of the Fallen Dragon,Moonkong,,Roll,1528
8/30/2020,BWL,Broodlord,Stormrage Boots,,T2,DE,1529
8/30/2020,BWL,Broodlord,Nemesis Boots,,T2,DE,1530
8/30/2020,BWL,Broodlord,Bracers of Arcane Accuracy,Kreation,,Loot Council,1531
8/30/2020,BWL,Firemaw,Netherwind Gloves,Oneblindman,T2,Loot Council,1532
8/30/2020,BWL,Firemaw,Firemaw's Clutch,Vodkas,,Loot Council,1533
8/30/2020,BWL,Ebonroc,Gauntlets of Wrath,,T2,DE,1534
8/30/2020,BWL,Ebonroc,Aegis of Preservation,Clarota,,Roll,1535
8/30/2020,BWL,Flamegor,Bloodfang Gloves,,T2,DE,1536
8/30/2020,BWL,Flamegor,Circle of Applied Force,Zquirlz,,Loot Council,1537
8/30/2020,BWL,Chromaggus,Nemesis Spaulders,Theymademedo,T2,Roll,1538
8/30/2020,BWL,Chromaggus,Bloodfang Spaulders,,T2,DE,1539
8/30/2020,BWL,Chromaggus,Primalist's Linked Waistguard,,,DE,1540
8/30/2020,BWL,Chromaggus,Taut Dragonhide Gloves,Orlin,,Loot Council,1541
8/30/2020,BWL,Nefarian,Stormrage Chestguard,Moonkong,T2,Roll,1542
8/30/2020,BWL,Nefarian,Bloodfang Chestpiece,,T2,DE,1543
8/30/2020,BWL,Nefarian,Archimitros Ring of Reckoning,Ferv,,Roll,1544
8/30/2020,BWL,Nefarian,Ashkandi,Orgeth,Big Loot,Loot Council,1545
8/30/2020,BWL,Nefarian,Head of Nefarian,Frotro,,Loot Council,1546
8/30/2020,BWL,Trash,Boots of Pure Thought,Clarota,Big Loot,Loot Council,1547
8/30/2020,BWL,Trash,Draconic Avenger,Mapel,,Roll,1548
8/30/2020,MC,Garr,Gutgore Ripper,Xestius,,Roll,1549
8/30/2020,MC,Garr,Giantstalker's Helmet,,,DE,1550
8/30/2020,MC,Garr,Talisman of Ephemeral Power,Carstiendook,,Loot Council,1551
8/30/2020,MC,Baron Geddon,Seal of the Archmagus,,,DE,1552
8/30/2020,MC,Baron Geddon,Earthfury Epaulets,,,DE,1553
9/5/2020,AQ,Prophet Skeram,Amulet of Foul Warding,Ferv,NR Gear,Loot Council,1554
9/5/2020,AQ,Prophet Skeram,Beetle Scaled Wristguards,Zl,NR Gear,Loot Council,1555
9/5/2020,AQ,Bug Trio,Ooze-ridden Gauntlets,Bwcstroker,NR Gear,Loot Council,1556
9/5/2020,AQ,Bug Trio,Angelista's Touch,Zquirlz,,Loot Council,1557
9/5/2020,AQ,Battleguard Sartura,Thick Qirajihide Belt,Atloy,,Roll,1558
9/5/2020,AQ,Battleguard Sartura,Badge of the Swarmguard,Blakepackers,Big Loot,Loot Council,1559
9/5/2020,AQ,Fankriss,Robes of the Guardian Saint,Mnite,Big Loot,Loot Council,1560
9/5/2020,AQ,Fankriss,Cloak of Untold Secrets,Angrysnape,SR Gear,Loot Council,1561
9/5/2020,AQ,Huhuran,Qiraji Bindings of Command,Kickin,T2.5,Loot Council,1562
9/5/2020,AQ,Huhuran,Qiraji Bindings of Dominance,Aoegrinder,T2.5,Loot Council,1563
9/5/2020,AQ,Huhuran,Gloves of the Messiah,Vodkas,Big Loot,Loot Council,1564
9/5/2020,AQ,Twin Emps,Vek'lor's Diadem,Ferv,T2.5,Loot Council,1565
9/5/2020,AQ,Twin Emps,Vek'nilash's Circlet,Angrysnape,T2.5,Loot Council,1566
9/5/2020,AQ,Twin Emps,Gloves of the Hidden Temple,Tombrocow,Big Loot,Loot Council,1567
9/5/2020,AQ,Twin Emps,Boots of Epiphany,Stokington,,Loot Council,1568
9/6/2020,AQ,Cthun,Carapace of the Old God,Sambro,T2.5,Loot Council,1569
9/6/2020,AQ,Cthun,Husk of the Old God,Aoegrinder,T2.5,Roll,1570
9/6/2020,AQ,Cthun,Cloak of Clarity,Maulzy,Big Loot,Loot Council,1571
9/6/2020,AQ,Cthun,Death's Sting,Dylanger,Big Loot,Loot Council,1572
9/6/2020,AQ,Cthun,Eye of C'Thun,Angrysnape,,Loot Council,1573
9/6/2020,AQ,Cthun,Vanquished Tentacle of C'Thun,Wazn,,Loot Council,1574
9/6/2020,AQ,Ouro,Ouro's Intact Hide,Sambro,T2.5,Loot Council,1575
9/6/2020,AQ,Ouro,Skin of the Great Sandworm,Tombrocow,T2.5,Loot Council,1576
9/6/2020,AQ,Ouro,Don Rigoberto's Lost Hat,Atloy,Big Loot,Loot Council,1577
9/6/2020,BWL,Razorgore,Nemesis Bracers,,T2,DE,1578
9/6/2020,BWL,Razorgore,Bloodfang Bracers,,T2,DE,1579
9/6/2020,BWL,Razorgore,The Black Book,,,DE,1580
9/6/2020,BWL,Vaelastraz,Stormrage Belt,,T2,DE,1581
9/6/2020,BWL,Vaelastraz,Bloodfang Belt,Sneekyshak,T2,Loot Council,1582
9/6/2020,BWL,Vaelastraz,Mind Quickening Gem,Aoegrinder,Big Loot,Loot Council,1583
9/6/2020,BWL,Broodlord,Bloodfang Boots,,T2,DE,1584
9/6/2020,BWL,Broodlord,Netherwind Boots,,T2,DE,1585
9/6/2020,BWL,Broodlord,Venomous Totem,,,DE,1586
9/6/2020,BWL,Firemaw,Stormrage Handguards,Tombrocow,T2,Loot Council,1587
9/6/2020,BWL,Firemaw,Primalist's Linked Legguards,,,DE,1588
9/6/2020,BWL,Ebonroc,Aegis of Preservation,,,DE,1589
9/6/2020,BWL,Ebonroc,Rejuvenating Gem,Vodkas,Big Loot,Loot Council,1590
9/6/2020,BWL,Flamegor,Drake Talon Cleaver,Xestius,,Roll,1591
9/6/2020,BWL,Flamegor,Herald of Woe,Drukong,,Roll,1592
9/6/2020,BWL,Chromaggus,Bloodfang Spaulders,,,DE,1593
9/6/2020,BWL,Chromaggus,Epaulets of Ten Storms,,,DE,1594
9/6/2020,BWL,Chromaggus,Elementium Threaded Cloak,Zquirlz,,Roll,1595
9/6/2020,BWL,Chromaggus,Chromatic Boots,Frotro,Big Loot,Loot Council,1596
9/6/2020,BWL,Nefarian,Nemesis Robes,Pvpwarlock,,Loot Council,1597
9/6/2020,BWL,Nefarian,Dragonstalker's Breastplate,,,DE,1598
9/6/2020,BWL,Nefarian,Cloak of the Brood Lord,Pvpwarlock,,Loot Council,1599
9/6/2020,BWL,Nefarian,Pure Elementium Band,Stokington,Big Loot,Loot Council,1600
9/6/2020,BWL,Nefarian,Head of Nefarian,Chadwell,,Loot Council,1601
9/6/2020,BWL,Trash,Essence Gatherer,Scartissue,,Roll,1602
9/6/2020,BWL,Trash,Band of Dark Dominion,Pvpwarlock,,Roll,1603
9/6/2020,MC,Garr,Circlet of Prophecy,,T1,DE,1604
9/6/2020,MC,Garr,Helm of Might,Rockfin,T1,Loot Council,1605
9/6/2020,MC,Garr,Sabatons of the Flamewalker,Rockfin,,Loot Council,1606
9/6/2020,MC,Baron Geddon,Seal of the Archmagus,,,DE,1607
9/6/2020,MC,Baron Geddon,Earthfury Epaulets,,T1,DE,1608
9/6/2020,MC,Trash,Nightslayer Belt,,T1,Guild Bank,1609
9/12/2020,AQ,Prophet Skeram,Cloak of Concentrated Hatred,Tactless,Big Loot,Loot Council,1610
9/12/2020,AQ,Prophet Skeram,Boots of the Fallen Prophet,,,DE,1611
9/12/2020,AQ,Bug Trio,Angelista's Charm,,,DE,1612
9/12/2020,AQ,Bug Trio,Robes of the Triumvirate,Carstiendook,NR Gear,Roll,1613
9/12/2020,AQ,Bug Trio,Imperial Qiraji Armaments,Kickin,Big Loot,Loot Council,1614
9/12/2020,AQ,Battleguard Sartura,Silithid Claw,Ffxivsux,,Loot Council,1615
9/12/2020,AQ,Battleguard Sartura,Robes of the Battleguard,Theymademedo,,Roll,1616
9/12/2020,AQ,Battleguard Sartura,Imperial Qiraji Regalia,Parnok,Big Loot,Loot Council,1617
9/12/2020,AQ,Fankriss,Mantle of Wicked Revenge,Tombrocow,Big Loot,Loot Council,1618
9/12/2020,AQ,Fankriss,Fetish of the Sand Reaver,Ppe,,Roll,1619
9/12/2020,AQ,Huhuran,Qiraji Bindings of Command,Frotro,T2.5,Loot Council,1620
9/12/2020,AQ,Huhuran,Qiraji Bindings of Dominance,Mfjones,T2.5,Loot Council,1621
9/12/2020,AQ,Huhuran,Wasphide Gauntlets,Atloy,Big Loot,Loot Council,1622
9/12/2020,AQ,Twin Emps,Vek'lor's Diadem,Smelldcheese,T2.5,Loot Council,1623
9/12/2020,AQ,Twin Emps,Vek'nilash's Circlet,Zquirlz,T2.5,Loot Council,1624
9/12/2020,AQ,Twin Emps,Amulet of Vek'nilash,Oneblindman,Big Loot,Loot Council,1625
9/12/2020,AQ,Twin Emps,Royal Qiraji Belt,Sambro,,Loot Council,1626
9/12/2020,MC,Lucifron,Cenarion Boots,,,DE,1627
9/12/2020,MC,Lucifron,Wristguards of Stability,Ppe,,Loot Council,1628
9/12/2020,MC,Magmadar,Earthfuruy Legguards,,,DE,1629
9/12/2020,MC,Magmadar,Nightslayer Pants,,,DE,1630
9/12/2020,MC,Magmadar,Mana Igniting Cord,Kreation,,Loot Council,1631
9/12/2020,MC,Gehennas,Gitantstalker's Boots,,,DE,1632
9/12/2020,MC,Gehennas,Nightslayer Gloves,,,DE,1633
9/12/2020,MC,Garr,Gitantstalker's Helmet,,,DE,1634
9/12/2020,MC,Garr,Circlet of Prophecy,,,DE,1635
9/12/2020,MC,Garr,Sabatons of the Flamewalker,,,DE,1636
9/12/2020,MC,Baron Geddon,Earthfury Epaulets,,,DE,1637
9/12/2020,MC,Baron Geddon,Seal of the Archmagus,,,DE,1638
9/12/2020,MC,Trash,Bracers of Might,Rockfin,,Loot Council,1639
9/12/2020,MC,Trash,Arcanist Belt,,,Guild Bank,1640
9/12/2020,MC,Trash,Earthfury Bracers,,,Guild Bank,1641
9/13/2020,AQ,Cthun,Carapace of the Old God,Zquirlz,T2.5,Loot Council,1642
9/13/2020,AQ,Cthun,Husk of the Old God,Atloy,T2.5,Roll,1643
9/13/2020,AQ,Cthun,Eyestalk Waist Cord,Bankky,Big Loot,Loot Council,1644
9/13/2020,AQ,Cthun,Mark of C'thun,Zquirlz,,Loot Council,1645
9/13/2020,AQ,Cthun,Eye of C'Thun,Theymademedo,,Loot Council,1646
9/13/2020,AQ,Ouro,Ouro's Intact Hide,Smelldcheese,T2.5,Loot Council,1647
9/13/2020,AQ,Ouro,Skin of the Great Sandworm,Mnite,T2.5,Roll,1648
9/13/2020,AQ,Ouro,Jom Gabbar,Tactless,Big Loot,Loot Council,1649
9/13/2020,BWL,Razorgore,Stormrage Bracers,,T2,DE,1650
9/13/2020,BWL,Razorgore,Bracelets of Wrath,Kickin,T2,Loot Council,1651
9/13/2020,BWL,Razorgore,Arcane Infused Gem,,,DE,1652
9/13/2020,BWL,Vaelastraz,Belt of Ten Storms,Maulzy,T2,Loot Council,1653
9/13/2020,BWL,Vaelastraz,Bloodfang Belt,Smelldcheese,T2,Loot Council,1654
9/13/2020,BWL,Vaelastraz,Mind Quickening Gem,Carstiendook,Big Loot,Loot Council,1655
9/13/2020,BWL,Broodlord,Netherwind Boots,,T2,DE,1656
9/13/2020,BWL,Broodlord,Stormrage Boots,,T2,DE,1657
9/13/2020,BWL,Broodlord,Maladath,Sambro,Big Loot,Loot Council,1658
9/13/2020,BWL,Firemaw,Natural Alignment Crystal,,,DE,1659
9/13/2020,BWL,Firemaw,Drake Talon Pauldrons,Bmurda,,Roll,1660
9/13/2020,BWL,Ebonroc,Gauntlets of Ten Storms,Xestius,T2,Loot Council,1661
9/13/2020,BWL,Ebonroc,Band of Forced Concentration,Moonkong,,Roll,1662
9/13/2020,BWL,Flamegor,Dragon's Touch,Stokington,,Roll,1663
9/13/2020,BWL,Flamegor,Rejuvenating Gem,Xestius,Big Loot,Loot Council,1664
9/13/2020,BWL,Chromaggus,Stormrage Pauldrons,,T2,DE,1665
9/13/2020,BWL,Chromaggus,Dragonstalker's Spaulders,,T2,DE,1666
9/13/2020,BWL,Chromaggus,Taut Dragonhide Gloves,,,DE,1667
9/13/2020,BWL,Chromaggus,Angelista's Grasp,Suthernheals,,Roll,1668
9/13/2020,BWL,Nefarian,Stormrage Chestguard,,,DE,1669
9/13/2020,BWL,Nefarian,Breastplate of Ten Storms,,,DE,1670
9/13/2020,BWL,Nefarian,Therazane's Link,,,DE,1671
9/13/2020,BWL,Nefarian,Mish'undare,Kreation,Big Loot,Loot Council,1672
9/13/2020,BWL,Nefarian,Head of Nefarian,Kreation,,Loot Council,1673
9/13/2020,BWL,Trash,Draconic Maul,Atloy,,Roll,1674
9/13/2020,BWL,Trash,Doom's Edge,Orlin,,Roll,1675
9/13/2020,BWL,Trash,Band of Dark Dominion,Vodkas,,Roll,1676
9/13/2020,BWL,Trash,Draconic Avenger,Mnite,,Roll,1677
9/13/2020,MC,Shazzrah,Felheart Slippers,,,DE,1678
9/13/2020,MC,Shazzrah,Arcanist Gloves,,,DE,1679
9/13/2020,MC,Sulfuron,Mantle of Prophecy,,,DE,1680
9/13/2020,MC,Sulfuron,Manastorm Leggings,,,DE,1681
9/13/2020,MC,Golemagg,Robes of Prophecy,,,DE,1682
9/13/2020,MC,Golemagg,Earthfury Vestments,Xestius,,Loot Council,1683
9/13/2020,MC,Golemagg,Azuresong Mageblade,Angrysnape,,Loot Council,1684
9/13/2020,MC,Majordomo,Ancient Petrified Leaf,,,DE,1685
9/13/2020,MC,Majordomo,Fireguard Shoulders,Bmurda,,Roll,1686
9/13/2020,MC,Majordomo,Wild Growth Spaulders,Maulzy,Big Loot,Loot Council,1687
9/13/2020,MC,Ragnaros,Netherwind Pants,,T2,DE,1688
9/13/2020,MC,Ragnaros,Stormrage Legguards,,T2,DE,1689
9/13/2020,MC,Ragnaros,Essence of the Pure Flame,Xestius,,Roll,1690
9/13/2020,MC,Ragnaros,Malistar's Defender,,,DE,1691
9/13/2020,MC,Trash,Nightslayer Belt,,,Guild Bank,1692
9/13/2020,MC,Trash,Felheart Bracers,,,Guild Bank,1693
9/13/2020,Onyxia,Onyxia,Netherwind Crown,,T2,DE,1694
9/13/2020,Onyxia,Onyxia,Dragonstalker's Helm,,T2,DE,1695
9/13/2020,Onyxia,Onyxia,Ring of Binding,,,DE,1696
9/13/2020,Onyxia,Onyxia,Head of Onyxia,Xestius,,Roll,1697
9/19/2020,AQ,Prophet Skeram,Cloak of Concentrated Hatred,Tombrocow,Big Loot,Loot Council,1698
9/19/2020,AQ,Prophet Skeram,Ring of Swarming Thought,Theymademedo,,Roll,1699
9/19/2020,AQ,Bug Trio,Gloves of Ebru,Myassballs,,Roll,1700
9/19/2020,AQ,Bug Trio,Ternary Mantle,Vodkas,Big Loot,Loot Council,1701
9/19/2020,AQ,Battleguard Sartura,Thick Qirajihide Belt,Drukong,Big Loot,Loot Council,1702
9/19/2020,AQ,Battleguard Sartura,Sartura's Might,Suthernheals,Big Loot,Loot Council,1703
9/19/2020,AQ,Fankriss,Barbed Choker,Frotro,,Loot Council,1704
9/19/2020,AQ,Fankriss,Pauldrons of the Unrelenting,Sambro,,Loot Council,1705
9/19/2020,AQ,Huhuran,Qiraji Bindings of Command,Orlin,T2.5,Loot Council,1706
9/19/2020,AQ,Huhuran,Qiraji Bindings of Dominance,Mnite,T2.5,Loot Council,1707
9/19/2020,AQ,Huhuran,Gloves of the Messiah,Stokington,Big Loot,Loot Council,1708
9/19/2020,AQ,Twin Emps,Vek'lor's Diadem,Tactless,T2.5,Loot Council,1709
9/19/2020,AQ,Twin Emps,Vek'nilash's Circlet,Sambro,T2.5,Loot Council,1710
9/19/2020,AQ,Twin Emps,Amulet of Vek'nilash,Theymademedo,Big Loot,Loot Council,1711
9/19/2020,AQ,Twin Emps,Qiraji Execution Bracers,Tombrocow,Big Loot,Loot Council,1712
9/19/2020,AQ,Cthun,Carapace of the Old God,Smelldcheese,T2.5,Loot Council,1713
9/19/2020,AQ,Cthun,Husk of the Old God,Belowzero,T2.5,Loot Council,1714
9/19/2020,AQ,Cthun,Dark Storm Gauntlets,Oneblindman,Big Loot,Loot Council,1715
9/19/2020,AQ,Cthun,Mark of C'thun,Sambro,,Loot Council,1716
9/19/2020,AQ,Cthun,Eye of C'Thun,Mfjones,,Loot Council,1717
9/19/2020,AQ,Ouro,Ouro's Intact Hide,Zquirlz,T2.5,Loot Council,1718
9/19/2020,AQ,Ouro,Skin of the Great Sandworm,Blakepackers,T2.5,Loot Council,1719
9/19/2020,AQ,Ouro,Burrower Bracers,Belowzero,,Loot Council,1720
9/19/2020,MC,Lucifron,Arcanist Boots,,,DE,1721
9/19/2020,MC,Lucifron,Felheart Gloves,,,DE,1722
9/19/2020,MC,Magmadar,Eshkandar's Right Claw,,,DE,1723
9/19/2020,MC,Magmadar,Earthfury Legguards,Myassballs,,Loot Council,1724
9/19/2020,MC,Magmadar,Striker's Mark,Tactless,,Loot Council,1725
9/19/2020,MC,Gehennas,Gloves of Prophecy,,,DE,1726
9/19/2020,MC,Gehennas,Robe of Volatile Power,Mfjones,,Loot Council,1727
9/19/2020,MC,Garr,Cenarion Helm,,,DE,1728
9/19/2020,MC,Garr,Aurastone Hammer,,,DE,1729
9/19/2020,MC,Garr,Gutgore Ripper,,,DE,1730
9/19/2020,MC,Baron Geddon,Felheart Shoulder Pads,,,DE,1731
9/19/2020,MC,Baron Geddon,Quick Strike Ring,Frotro,,Loot Council,1732
9/19/2020,MC,Shazzrah,Arcanist Gloves,,,DE,1733
9/19/2020,MC,Shazzrah,Nightslayer Boots,,,DE,1734
9/19/2020,MC,Sulfuron,Mantle of Prophecy,,,DE,1735
9/19/2020,MC,Sulfuron,Ring of Spell Power,Kreation,,Loot Council,1736
9/19/2020,MC,Golemagg,Nightslayer Chestpiece,,,DE,1737
9/19/2020,MC,Golemagg,Giantstalker's Breastplate,,,DE,1738
9/19/2020,MC,Golemagg,Azuresong Mageblade,Carstiendook,,Loot Council,1739
9/19/2020,MC,Majordomo,The Eye of Divinity,,,DE,1740
9/19/2020,MC,Majordomo,Core Forged Greaves,Rockfin,,Loot Council,1741
9/19/2020,MC,Majordomo,Fireguard Shoulders,Drukong,,Loot Council,1742
9/19/2020,MC,Ragnaros,Netherwind Pants,,T2,DE,1743
9/19/2020,MC,Ragnaros,Legplates of Wrath,Orlin,T2,Roll,1744
9/19/2020,MC,Ragnaros,Crown of Destruction,Rockfin,,Loot Council,1745
9/19/2020,MC,Ragnaros,Malistar's Defender,,,DE,1746
9/19/2020,MC,Ragnaros,Spinal Reaper,Rockfin,,Roll,1747
9/20/2020,BWL,Razorgore,Nemesis Bracers,,,DE,1748
9/20/2020,BWL,Razorgore,Bloodfang Bracers,,,DE,1749
9/20/2020,BWL,Razorgore,Mantle of the Blackwing Cabal,Oneblindman,,Loot Council,1750
9/20/2020,BWL,Vaelastraz,Waistband of Wrath,Kickin,,Roll,1751
9/20/2020,BWL,Vaelastraz,Netherwind Belt,Bandingo,,Roll,1752
9/20/2020,BWL,Vaelastraz,Pendant of the Fallen Dragon,,,DE,1753
9/20/2020,BWL,Broodlord,Boots of Transcendence,,,DE,1754
9/20/2020,BWL,Broodlord,Greaves of Ten Storms,,,DE,1755
9/20/2020,BWL,Broodlord,Bracers of Arcane Accuracy,Wasian,,Loot Council,1756
9/20/2020,BWL,Firemaw,Netherwind Gloves,Belowzero,,Loot Council,1757
9/20/2020,BWL,Firemaw,Natural Alignment Crystal,,,DE,1758
9/20/2020,BWL,Ebonroc,Band of Forced Concentration,Belowzero,,Loot Council,1759
9/20/2020,BWL,Ebonroc,Rejuvenating Gem,Malosi,Big Loot,Loot Council,1760
9/20/2020,BWL,Flamegor,Nemesis Gloves,,,DE,1761
9/20/2020,BWL,Flamegor,Dragon's Touch,Wasian,,Roll,1762
9/20/2020,BWL,Chromaggus,Bloodfang Spaulders,,,DE,1763
9/20/2020,BWL,Chromaggus,Dragonstalker's Spaulders,,,DE,1764
9/20/2020,BWL,Chromaggus,Shimmering Geta,,,DE,1765
9/20/2020,BWL,Chromaggus,Taut Dragonhide Shoulderpads,,,DE,1766
9/20/2020,BWL,Nefarian,Breastplate of Ten Storms,,,DE,1767
9/20/2020,BWL,Nefarian,Bloodfang Chestpiece,,,DE,1768
9/20/2020,BWL,Nefarian,Lok'amir,Scartissue,Big Loot,Loot Council,1769
9/20/2020,BWL,Nefarian,Staff of the Shadow Flame,Oneblindman,Big Loot,Loot Council,1770
9/20/2020,BWL,Nefarian,Head of Nefarian,Scartissue,,Loot Council,1771
9/20/2020,BWL,Trash,Boots of Pure Thought,Maulzy,Big Loot,Loot Council,1772
9/20/2020,BWL,Trash,Boots of Pure Thought,Stokington,Big Loot,Loot Council,1773
9/20/2020,BWL,Trash,Doom's Edge,Ppe,,Loot Council,1774
9/20/2020,AQ,Viscidus,Qiraji Bindings of Command,Ppe,T2.5,Loot Council,1775
9/20/2020,AQ,Viscidus,Qiraji Bindings of Dominance,Mnite,T2.5,Loot Council,1776
9/20/2020,AQ,Viscidus,Scarab Brooch,Vodkas,,Roll,1777
9/26/2020,AQ,Prophet Skeram,Breastplate of Annihilation,Kickin,Big Loot,Loot Council,1778
9/26/2020,AQ,Prophet Skeram,Barrage Shoulders,Orgeth,,Loot Council,1779
